date|account|category|amount|currency|converted amount|currency|description||||
22/02/2020|Cash|Car|-64|MYR|-64|MYR|Petrol ||||
25/02/2020|Cash|Eating out|-10.5|MYR|-10.5|MYR|Lunch (RHB) ||||
25/02/2020|Cash|Eating out|-6.6|MYR|-6.6|MYR|Dinner mamak ||||
26/02/2020|Cash|Eating out|-9|MYR|-9|MYR|Lunch (RHB) ||||
26/02/2020|Cash|Eating out|-8|MYR|-8|MYR|Dinner mamak ||||
27/02/2020|Cash|Eating out|-10|MYR|-10|MYR|Lunch (RHB) ||||
27/02/2020|Cash|Eating out|-8|MYR|-8|MYR|Dinner mcd||||
27/02/2020|Cash|"Salary,""4"|"579"",MYR,""4"|"579"",MYR"|||||||
28/02/2020|Cash|Eating out|-10|MYR|-10|MYR|Dinner mamak||||
28/02/2020|Cash|Tech|-30|MYR|-30|MYR|Reload ||||
28/02/2020|Cash|Eating out|-18.2|MYR|-18.2|MYR|Lunch (RHB) ||||
29/02/2020|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
29/02/2020|Cash|Car|-20|MYR|-20|MYR|Petrol ||||
29/02/2020|Cash|Eating out|-8.5|MYR|-8.5|MYR|Dinner mamak ||||
29/02/2020|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
2/3/2020|Cash|Eating out|-11.15|MYR|-11.15|MYR|Breakfast (mcd) ||||
2/3/2020|Cash|Eating out|-9.9|MYR|-9.9|MYR|Lunch (burger King) ||||
3/3/2020|Cash|Eating out|-18.9|MYR|-18.9|MYR|Lunch (honey bunny) ||||
3/3/2020|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
3/3/2020|Cash|Car|-70|MYR|-70|MYR|Petrol ||||
4/3/2020|Cash|Eating out|-9|MYR|-9|MYR|Lunch (chilli panmee) ||||
4/3/2020|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
5/3/2020|Cash|Tech|-33.7|MYR|-33.7|MYR|Earphones ||||
5/3/2020|Cash|Eating out|-12|MYR|-12|MYR|Lunch (korean) ||||
5/3/2020|Cash|Clothes|-28.7|MYR|-28.7|MYR|Shirt||||
6/3/2020|Cash|Eating out|-85.8|MYR|-85.8|MYR|Dinner (murni) ||||
7/3/2020|Cash|Eating out|-27|MYR|-27|MYR|Lunch (taiko ramen) ||||
7/3/2020|Cash|Car|-20|MYR|-20|MYR|Petrol ||||
7/3/2020|Cash|Tech|-10.9|MYR|-10.9|MYR|Cable ||||
7/3/2020|Cash|Eating out|-7.9|MYR|-7.9|MYR|Breakfast (Maggie) ||||
7/3/2020|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
9/3/2020|Cash|Eating out|-16.2|MYR|-16.2|MYR|Lunch (burger King) ||||
9/3/2020|Cash|Eating out|-38|MYR|-38|MYR|Dinner mamak ||||
9/3/2020|Cash|Car|-550|MYR|-550|MYR|Road tax||||
10/3/2020|Cash|Eating out|-6|MYR|-6|MYR|Dinner mamak ||||
10/3/2020|Cash|Eating out|-20|MYR|-20|MYR|Lunch (manhattan fish market) ||||
11/3/2020|Cash|Eating out|-5.9|MYR|-5.9|MYR|Dinner mamak ||||
11/3/2020|Cash|Eating out|-16.7|MYR|-16.7|MYR|Lunch (powerplant) ||||
12/3/2020|Cash|Eating out|-28|MYR|-28|MYR|Dinner mamak||||
12/3/2020|Cash|Eating out|-9.7|MYR|-9.7|MYR|Lunch (zap fan)||||
13/03/2020|Cash|Eating out|-36|MYR|-36|MYR|Lunch (sakura sushi) ||||
14/03/2020|Cash|Eating out|-11|MYR|-11|MYR|Dinner mamak ||||
15/03/2020|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
16/03/2020|Cash|Eating out|-19.8|MYR|-19.8|MYR|Lunch (hawker) ||||
16/03/2020|Cash|Eating out|-20|MYR|-20|MYR|Dinner mamak ||||
16/03/2020|Cash|Car|-54|MYR|-54|MYR|Petrol ||||
17/03/2020|Cash|Food|-39.8|MYR|-39.8|MYR|Snacks ||||
19/03/2020|Cash|Tech|-16.48|MYR|-16.48|MYR|Marshall ear pad replacement||||
19/03/2020|Cash|Allowance|-83|MYR|-83|MYR|Mom digi||||
19/03/2020|Cash|Clothes|-129|MYR|-129|MYR|Shoes ||||
19/03/2020|Cash|Car|-25|MYR|-25|MYR|Petrol ||||
25/03/2020|Cash|Deposits|80|MYR|80|MYR|Mom digi||||
26/03/2020|Cash|Eating out|-23.1|MYR|-23.1|MYR|Lunch (texas) ||||
27/03/2020|Cash|Tech|-169.5|MYR|-169.5|MYR|Hard drive ||||
27/03/2020|Cash|Tech|-46.76|MYR|-46.76|MYR|Table||||
27/03/2020|Cash|"Salary,""4"|"107.3"",MYR,""4"|"107.3"",MYR"|Salary ||||||
29/03/2020|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
31/03/2020|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
7/4/2020|Cash|Tech|-31.51|MYR|-31.51|MYR|Risk of Rain 2||||
7/4/2020|Cash|Eating out|-18.25|MYR|-18.25|MYR|Lunch (mcd) ||||
7/4/2020|Cash|Music|-22.62|MYR|-22.62|MYR|Spotify ||||
10/4/2020|Cash|Food|-23|MYR|-23|MYR|Peanut butter? ||||
10/4/2020|Cash|Tech|-66.4|MYR|-66.4|MYR|Mom table ||||
13/04/2020|Cash|Tech|-1.2|MYR|-1.2|MYR|Hose clamp ||||
13/04/2020|Cash|Eating out|-6.4|MYR|-6.4|MYR|Lunch (burger) ||||
17/04/2020|Cash|Eating out|-11.1|MYR|-11.1|MYR|Lunch (pizza) ||||
17/04/2020|Cash|Eating out|-6|MYR|-6|MYR|Dinner (noodles) ||||
17/04/2020|Cash|Deposits|20|MYR|20|MYR|Dad||||
18/04/2020|Cash|Tech|-189.24|MYR|-189.24|MYR|Chair||||
24/04/2020|Cash|Eating out|-9.2|MYR|-9.2|MYR|Lunch (burger King) ||||
27/04/2020|Cash|Eating out|-9.6|MYR|-9.6|MYR|Lunch (spaghetti) ||||
28/04/2020|Cash|"Salary,""3"|"887.95"",MYR,""3"|"887.95"",MYR"|Salary ||||||
29/04/2020|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
30/04/2020|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
30/04/2020|Cash|Eating out|-10|MYR|-10|MYR|Dinner tomyam||||
2/5/2020|Cash|Clothes|-32|MYR|-32|MYR|Shirt||||
6/5/2020|Cash|Medical|-75.8|MYR|-75.8|MYR|Insurance ||||
7/5/2020|Cash|Tech|-10|MYR|-10|MYR|Reload ||||
7/5/2020|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
10/5/2020|Cash|Eating out|-7.3|MYR|-7.3|MYR|Lunch (mamak) ||||
11/5/2020|Cash|Clothes|-69.4|MYR|-69.4|MYR|Mom bag ||||
11/5/2020|Cash|Games|-79|MYR|-79|MYR|Puzzle ||||
13/05/2020|Cash|Games|-10.7|MYR|-10.7|MYR|Plant||||
14/05/2020|Cash|Games|-22.77|MYR|-22.77|MYR|Nba||||
14/05/2020|Cash|Eating out|-10.3|MYR|-10.3|MYR|Lunch (mcd) ||||
14/05/2020|Cash|Eating out|-7|MYR|-7|MYR|Dinner panmee||||
15/05/2020|Cash|Eating out|-7|MYR|-7|MYR|Dinner mamak ||||
18/05/2020|Cash|Eating out|-7|MYR|-7|MYR|Lunch (chicken rice) ||||
18/05/2020|Cash|Tech|-44.6|MYR|-44.6|MYR|Arduino ||||
20/05/2020|Cash|Allowance|-82|MYR|-82|MYR|Mom digi||||
24/05/2020|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
24/05/2020|Cash|Tech|-46.75|MYR|-46.75|MYR|Frame||||
24/05/2020|Cash|Deposits|80|MYR|80|MYR|Mom ||||
25/05/2020|Cash|Eating out|-7|MYR|-7|MYR|Dinner mamak ||||
28/05/2020|Cash|"Salary,""3"|"888.15"",MYR,""3"|"888.15"",MYR"|Salary ||||||
29/05/2020|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
29/05/2020|Cash|Eating out|-13|MYR|-13|MYR|Lunch (chicken rice) ||||
29/05/2020|Cash|Eating out|-4.5|MYR|-4.5|MYR|Dinner mamak ||||
31/05/2020|Cash|Tech|-10|MYR|-10|MYR|Reload ||||
31/05/2020|Cash|Deposits|102|MYR|102|MYR|House tax ||||
31/05/2020|Cash|Eating out|-11.3|MYR|-11.3|MYR|Dinner mamak ||||
31/05/2020|Cash|Allowance|-102|MYR|-102|MYR|House tax ||||
1/6/2020|Cash|Eating out|-11.8|MYR|-11.8|MYR|Dinner mamak ||||
2/6/2020|Cash|Eating out|-84|MYR|-84|MYR|Lunch (burger lab) ||||
2/6/2020|Cash|Eating out|-7|MYR|-7|MYR|Dinner mamak ||||
3/6/2020|Cash|Eating out|-21.2|MYR|-21.2|MYR|Lunch (chicken rice) ||||
4/6/2020|Cash|Eating out|-6|MYR|-6|MYR|Lunch (nasi lemak) ||||
4/6/2020|Cash|Games|-23.8|MYR|-23.8|MYR|Plant||||
5/6/2020|Cash|Allowance|-21.4|MYR|-21.4|MYR|Cz phone cover||||
6/6/2020|Cash|Tech|-75|MYR|-75|MYR|Earphones ||||
7/6/2020|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
7/6/2020|Cash|Car|-45|MYR|-45|MYR|Petrol ||||
7/6/2020|Cash|Eating out|-10.7|MYR|-10.7|MYR|Lunch (chicken rice) ||||
7/6/2020|Cash|Deposits|10|MYR|10|MYR|Dad||||
8/6/2020|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
10/6/2020|Cash|Eating out|-52.25|MYR|-52.25|MYR|Snacks ||||
10/6/2020|Cash|Eating out|-11.9|MYR|-11.9|MYR|Lunch (kfc) ||||
11/6/2020|Cash|Deposits|656.5|MYR|656.5|MYR|Tax refund ||||
11/6/2020|Cash|Eating out|-24|MYR|-24|MYR|Lunch (burger King) ||||
11/6/2020|Cash|Tech|-30|MYR|-30|MYR|Reload ||||
11/6/2020|Cash|Allowance|-48|MYR|-48|MYR|Mom lazada||||
12/6/2020|Cash|Eating out|-50|MYR|-50|MYR|Cake ||||
15/06/2020|Cash|Deposits|473|MYR|473|MYR|Tax refund ||||
16/06/2020|Cash|Tech|-40|MYR|-40|MYR|Chromecast ||||
16/06/2020|Cash|Eating out|-14|MYR|-14|MYR|Dinner mamak ||||
20/06/2020|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
21/06/2020|Cash|Tech|-83|MYR|-83|MYR|Mom digi||||
22/06/2020|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
23/06/2020|Cash|Eating out|-10|MYR|-10|MYR|Dinner mamak ||||
23/06/2020|Cash|Eating out|-10.5|MYR|-10.5|MYR|Lunch (foodpanda) ||||
23/06/2020|Cash|Deposits|90|MYR|90|MYR|Mom digi||||
24/06/2020|Cash|Eating out|-4|MYR|-4|MYR|Lunch (zap fan)||||
24/06/2020|Cash|Books|-4.2|MYR|-4.2|MYR|Tape||||
25/06/2020|Cash|Deposits|20|MYR|20|MYR|Cz phone cover||||
25/06/2020|Cash|Eating out|-290.9|MYR|-290.9|MYR|Lunch (korean) ||||
26/06/2020|Cash|Tech|-43.8|MYR|-43.8|MYR|Mousepad||||
26/06/2020|Cash|"Salary,""3"|"888.4"",MYR,""3"|"888.4"",MYR"|Salary ||||||
28/06/2020|Cash|Eating out|-9.5|MYR|-9.5|MYR|Lunch (spaghetti) ||||
29/06/2020|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
30/06/2020|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
30/06/2020|Cash|Eating out|-23.5|MYR|-23.5|MYR|Dinner mamak ||||
1/7/2020|Cash|Eating out|-121.1|MYR|-121.1|MYR|Lunch (sukiya) ||||
1/7/2020|Cash|Tech|-11.1|MYR|-11.1|MYR|Spray paint ||||
1/7/2020|Cash|Medical|-11.3|MYR|-11.3|MYR|Panadol ||||
2/7/2020|Cash|Eating out|-45|MYR|-45|MYR|Lunch (ice cream quan) ||||
2/7/2020|Cash|Food|-11.8|MYR|-11.8|MYR|Condense milk||||
3/7/2020|Cash|Car|-40|MYR|-40|MYR|Petrol ||||
3/7/2020|Cash|Eating out|-35|MYR|-35|MYR|Dinner mamak ||||
4/7/2020|Cash|Eating out|-21.5|MYR|-21.5|MYR|Dinner mamak ||||
5/7/2020|Cash|Eating out|-123.4|MYR|-123.4|MYR|Lunch (tapestry) ||||
5/7/2020|Cash|Tech|-5.2|MYR|-5.2|MYR|Spray paint ||||
5/7/2020|Cash|Eating out|-6|MYR|-6|MYR|Dinner mamak ||||
7/7/2020|Cash|Tech|-817.4|MYR|-817.4|MYR|Phone||||
7/7/2020|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
9/7/2020|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
10/7/2020|Cash|Eating out|-38|MYR|-38|MYR|Dinner mamak ||||
11/7/2020|Cash|Eating out|-22.3|MYR|-22.3|MYR|Dinner mamak ||||
12/7/2020|Cash|Eating out|-12.5|MYR|-12.5|MYR|Lunch (kfc) ||||
13/07/2020|Cash|Tech|-30|MYR|-30|MYR|Reload ||||
13/07/2020|Cash|Eating out|-59|MYR|-59|MYR|Dinner mamak ||||
14/07/2020|Cash|Eating out|-12.5|MYR|-12.5|MYR|Dinner mamak ||||
15/07/2020|Cash|Eating out|-4.5|MYR|-4.5|MYR|Lunch (zap fan)||||
16/07/2020|Cash|Eating out|-19.5|MYR|-19.5|MYR|Dinner mamak ||||
16/07/2020|Cash|Food|-18.8|MYR|-18.8|MYR|Snacks ||||
17/07/2020|Cash|Allowance|-7|MYR|-7|MYR|Mom||||
17/07/2020|Cash|Eating out|-50|MYR|-50|MYR|Dinner mamak ||||
18/07/2020|Cash|Eating out|-46.5|MYR|-46.5|MYR|Dinner (quan) ||||
19/07/2020|Cash|Eating out|-22.5|MYR|-22.5|MYR|Dinner mamak ||||
20/07/2020|Cash|Eating out|-29|MYR|-29|MYR|Daboba||||
20/07/2020|Cash|Movie|-35|MYR|-35|MYR|Movie (peninsula) ||||
20/07/2020|Cash|Eating out|-8.5|MYR|-8.5|MYR|Dinner mamak ||||
20/07/2020|Cash|Car|-10|MYR|-10|MYR|Saman||||
21/07/2020|Cash|Car|-50.5|MYR|-50.5|MYR|Petrol ||||
21/07/2020|Cash|Eating out|-7.3|MYR|-7.3|MYR|Mamak||||
21/07/2020|Cash|Eating out|-64|MYR|-64|MYR|Dinner (heartbeat) ||||
23/07/2020|Cash|Eating out|-41|MYR|-41|MYR|Dinner (hiong pan) ||||
24/07/2020|Cash|Eating out|-19|MYR|-19|MYR|Dinner mamak ||||
24/07/2020|Cash|Eating out|-153|MYR|-153|MYR|Alcohol||||
24/07/2020|Cash|Eating out|-8|MYR|-8|MYR|Lunch (zap fan)||||
28/07/2020|Cash|"Salary,""3"|"888.65"",MYR,""3"|"888.65"",MYR"|Salary ||||||
28/07/2020|Cash|Eating out|-31|MYR|-31|MYR|Dinner mamak ||||
29/07/2020|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
30/07/2020|Cash|Eating out|-36|MYR|-36|MYR|Dinner mamak ||||
30/07/2020|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
30/07/2020|Cash|Eating out|-4.5|MYR|-4.5|MYR|Lunch (zap fan)||||
31/07/2020|Cash|Eating out|-15|MYR|-15|MYR|Lunch (mamak) ||||
31/07/2020|Cash|Eating out|-283|MYR|-283|MYR|Dinner (korean bbq) ||||
1/8/2020|Cash|Eating out|-11|MYR|-11|MYR|Dinner (briyani) ||||
2/8/2020|Cash|Eating out|-50|MYR|-50|MYR|Dinner (bak kut teh) ||||
3/8/2020|Cash|Car|-54|MYR|-54|MYR|Petrol ||||
4/8/2020|Cash|Eating out|-39|MYR|-39|MYR|Dinner mamak ||||
5/8/2020|Cash|Eating out|-30|MYR|-30|MYR|Dinner (heartbeat) ||||
6/8/2020|Cash|Eating out|-25.5|MYR|-25.5|MYR|Dinner mamak ||||
8/8/2020|Cash|Eating out|-37.5|MYR|-37.5|MYR|Dinner mamak ||||
9/8/2020|Cash|Eating out|-77.6|MYR|-77.6|MYR|Lunch (uncle don) ||||
9/8/2020|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
10/8/2020|Cash|Eating out|-9.9|MYR|-9.9|MYR|Lunch (burger King) ||||
11/8/2020|Cash|Eating out|-7.7|MYR|-7.7|MYR|Lunch (zap fan)||||
13/08/2020|Cash|Eating out|-160|MYR|-160|MYR|Lunch (fukiya) ||||
13/08/2020|Cash|Eating out|-56|MYR|-56|MYR|Daboba||||
16/08/2020|Cash|Eating out|-4|MYR|-4|MYR|Dinner mamak ||||
17/08/2020|Cash|Eating out|-6.7|MYR|-6.7|MYR|Lunch (chicken rice) ||||
18/08/2020|Cash|Eating out|-20|MYR|-20|MYR|Dinner mamak ||||
18/08/2020|Cash|Eating out|-10.1|MYR|-10.1|MYR|Lunch (foodpanda) ||||
19/08/2020|Cash|Eating out|-9.7|MYR|-9.7|MYR|Dinner mamak ||||
20/08/2020|Cash|Eating out|-30|MYR|-30|MYR|Pool ||||
20/08/2020|Cash|Eating out|-100|MYR|-100|MYR|Dinner (uspizza) ||||
20/08/2020|Cash|Eating out|-19|MYR|-19|MYR|Dinner mamak ||||
20/08/2020|Cash|Eating out|-10|MYR|-10|MYR|Family mart ||||
21/08/2020|Cash|Eating out|-13|MYR|-13|MYR|Dinner mcd||||
21/08/2020|Cash|Eating out|-9|MYR|-9|MYR|Lunch (chicken rice) ||||
22/08/2020|Cash|Games|-70.2|MYR|-70.2|MYR|Remnant of the Ashes||||
22/08/2020|Cash|Eating out|-6|MYR|-6|MYR|Lunch (foodpanda) ||||
22/08/2020|Cash|Games|-15.4|MYR|-15.4|MYR|Plant||||
23/08/2020|Cash|Eating out|-13|MYR|-13|MYR|Dinner mamak ||||
24/08/2020|Cash|Eating out|-8|MYR|-8|MYR|Lunch (panmee ) ||||
24/08/2020|Cash|Eating out|-36|MYR|-36|MYR|Dinner mamak ||||
26/08/2020|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
26/08/2020|Cash|Car|-50|MYR|-50|MYR|Petrol ||||
27/08/2020|Cash|Eating out|-58|MYR|-58|MYR|Dinner (shabushabu) ||||
27/08/2020|Cash|"Salary,""3"|"888.95"",MYR,""3"|"888.95"",MYR"|Salary ||||||
29/08/2020|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
29/08/2020|Cash|Eating out|-23|MYR|-23|MYR|Lunch (Orale) ||||
29/08/2020|Cash|Eating out|-10|MYR|-10|MYR|Dinner mamak ||||
29/08/2020|Cash|Movie|-50|MYR|-50|MYR|Movie (tenet) ||||
30/08/2020|Cash|Eating out|-32|MYR|-32|MYR|Dinner mamak ||||
31/08/2020|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mcd||||
31/08/2020|Cash|Eating out|-113.85|MYR|-113.85|MYR|Dinner (saga) ||||
31/08/2020|Cash|Games|-55|MYR|-55|MYR|Badminton ||||
1/9/2020|Cash|Eating out|-22|MYR|-22|MYR|Daboba||||
2/9/2020|Cash|Eating out|-28|MYR|-28|MYR|Dinner mamak ||||
3/9/2020|Cash|Eating out|-6.7|MYR|-6.7|MYR|Lunch (chicken rice) ||||
4/9/2020|Cash|Eating out|-93.1|MYR|-93.1|MYR|Dinner (saga) ||||
5/9/2020|Cash|Allowance|-68|MYR|-68|MYR|Mom||||
5/9/2020|Cash|Eating out|-46|MYR|-46|MYR|Lunch (gami) ||||
5/9/2020|Cash|Car|-49|MYR|-49|MYR|Petrol ||||
6/9/2020|Cash|Eating out|-17.6|MYR|-17.6|MYR|Dinner mamak ||||
7/9/2020|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
7/9/2020|Cash|Eating out|-73|MYR|-73|MYR|Dinner (rendezvous) ||||
8/9/2020|Cash|Eating out|-6.5|MYR|-6.5|MYR|Lunch (zap fan)||||
8/9/2020|Cash|Eating out|-37.75|MYR|-37.75|MYR|Dinner (bak kut teh) ||||
8/9/2020|Cash|Tech|-28.8|MYR|-28.8|MYR|Reload ||||
9/9/2020|Cash|Tech|-15|MYR|-15|MYR|Whiteboard ||||
11/9/2020|Cash|Eating out|-30.3|MYR|-30.3|MYR|Lunch (burger King) ||||
11/9/2020|Cash|Eating out|-50|MYR|-50|MYR|Dinner (hiong pan) ||||
12/9/2020|Cash|Eating out|-44.5|MYR|-44.5|MYR|Dinner (claypot chicken rice) ||||
13/09/2020|Cash|Tech|-2|MYR|-2|MYR|Screen protector ||||
13/09/2020|Cash|Eating out|-12.5|MYR|-12.5|MYR|Dinner mamak ||||
14/09/2020|Cash|Eating out|-12|MYR|-12|MYR|Dinner mamak ||||
15/09/2020|Cash|Eating out|-20|MYR|-20|MYR|Dinner mamak ||||
16/09/2020|Cash|Eating out|-14|MYR|-14|MYR|Dinner mamak ||||
17/09/2020|Cash|Eating out|-6|MYR|-6|MYR|Dinner mamak ||||
18/09/2020|Cash|Eating out|-131|MYR|-131|MYR|Dinner (dishes) ||||
19/09/2020|Cash|Eating out|-4|MYR|-4|MYR|Lunch (zap fan)||||
19/09/2020|Cash|Car|-43|MYR|-43|MYR|Petrol ||||
20/09/2020|Cash|Car|-50|MYR|-50|MYR|Touch & Go ||||
20/09/2020|Cash|Games|-42|MYR|-42|MYR|Bowling ||||
21/09/2020|Cash|Eating out|-80|MYR|-80|MYR|Dinner (sushi mentai) ||||
22/09/2020|Cash|Eating out|-18.2|MYR|-18.2|MYR|Dinner mamak ||||
23/09/2020|Cash|Eating out|-9.2|MYR|-9.2|MYR|Dinner mamak ||||
23/09/2020|Cash|Eating out|-24|MYR|-24|MYR|Lunch (kfc) ||||
24/09/2020|Cash|Eating out|-28.2|MYR|-28.2|MYR|Dinner mamak ||||
25/09/2020|Cash|Eating out|-51.6|MYR|-51.6|MYR|Dinner (caffe abnormal) ||||
26/09/2020|Cash|Eating out|-6.7|MYR|-6.7|MYR|Lunch (chicken rice) ||||
27/09/2020|Cash|Eating out|-45.9|MYR|-45.9|MYR|Lunch (chicken rice) ||||
27/09/2020|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
28/09/2020|Cash|"Salary,""3"|"889.4"",MYR,""3"|"889.4"",MYR"|Salary ||||||
29/09/2020|Cash|Eating out|-29|MYR|-29|MYR|Dinner mamak ||||
29/09/2020|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
30/09/2020|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
30/09/2020|Cash|Eating out|-7.6|MYR|-7.6|MYR|Dinner mamak ||||
1/10/2020|Cash|Eating out|-6.1|MYR|-6.1|MYR|Dinner mamak ||||
2/10/2020|Cash|Clothes|-19.6|MYR|-19.6|MYR|Shirt||||
3/10/2020|Cash|Eating out|-136.45|MYR|-136.45|MYR|Lunch (curee) ||||
3/10/2020|Cash|Eating out|-100|MYR|-100|MYR|Lunch (pizza mansion) ||||
3/10/2020|Cash|Deposits|75|MYR|75|MYR|Seraya ||||
3/10/2020|Cash|Deposits|74|MYR|74|MYR|Seraya ||||
4/10/2020|Cash|Car|-50|MYR|-50|MYR|Petrol ||||
5/10/2020|Cash|Eating out|-2.3|MYR|-2.3|MYR|Drinks||||
5/10/2020|Cash|Tech|-200|MYR|-200|MYR|Stashaway ||||
6/10/2020|Cash|Eating out|-18.5|MYR|-18.5|MYR|Dinner mamak ||||
7/10/2020|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
8/10/2020|Cash|Eating out|-2.6|MYR|-2.6|MYR|Lunch (zap fan)||||
8/10/2020|Cash|Eating out|-13.3|MYR|-13.3|MYR|Dinner mamak ||||
9/10/2020|Cash|Eating out|-40|MYR|-40|MYR|Dinner (saga) ||||
10/10/2020|Cash|Clothes|-28|MYR|-28|MYR|Shirt||||
10/10/2020|Cash|Eating out|-29.7|MYR|-29.7|MYR|Dinner mamak ||||
10/10/2020|Cash|Eating out|-56|MYR|-56|MYR|Lunch (mcd) ||||
10/10/2020|Cash|Clothes|-13.4|MYR|-13.4|MYR|Shirt||||
11/10/2020|Cash|Clothes|-15|MYR|-15|MYR|Yoga mat||||
11/10/2020|Cash|Eating out|-13.5|MYR|-13.5|MYR|Dinner mamak ||||
16/10/2020|Cash|Eating out|-27.8|MYR|-27.8|MYR|Dinner mamak ||||
17/10/2020|Cash|Eating out|-1.2|MYR|-1.2|MYR|Drinks||||
18/10/2020|Cash|Eating out|-14.2|MYR|-14.2|MYR|Lunch (chicken rice) ||||
19/10/2020|Cash|Eating out|-4.6|MYR|-4.6|MYR|Bread ||||
23/10/2020|Cash|Eating out|-38|MYR|-38|MYR|Dinner (quan) ||||
23/10/2020|Cash|Food|-11|MYR|-11|MYR|Snacks ||||
23/10/2020|Cash|Allowance|-30|MYR|-30|MYR|Lc||||
25/10/2020|Cash|Eating out|-13|MYR|-13|MYR|Lunch (mcd) ||||
25/10/2020|Cash|Eating out|-31|MYR|-31|MYR|Dinner mamak ||||
25/10/2020|Cash|Deposits|30|MYR|30|MYR|lc||||
26/10/2020|Cash|Eating out|-1.2|MYR|-1.2|MYR|Drinks||||
26/10/2020|Cash|Eating out|-16|MYR|-16|MYR|Dinner mamak ||||
29/10/2020|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
30/10/2020|Cash|"Salary,""3"|"889.9"",MYR,""3"|"889.9"",MYR"|Salary ||||||
30/10/2020|Cash|Eating out|-31|MYR|-31|MYR|Dinner mamak zapfan||||
31/10/2020|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
31/10/2020|Cash|Games|-17.55|MYR|-17.55|MYR|Forest ||||
31/10/2020|Cash|Games|-31.57|MYR|-31.57|MYR|We were here||||
3/11/2020|Cash|Car|-50|MYR|-50|MYR|Petrol ||||
3/11/2020|Cash|Eating out|-12|MYR|-12|MYR|Dinner (vegetarian) ||||
3/11/2020|Cash|Food|-13.1|MYR|-13.1|MYR|Snacks ||||
5/11/2020|Cash|Eating out|-8.2|MYR|-8.2|MYR|Lunch (chicken rice) ||||
6/11/2020|Cash|Eating out|-7|MYR|-7|MYR|Lunch (foodpanda) ||||
6/11/2020|Cash|Eating out|-40|MYR|-40|MYR|Popo kitchen ||||
8/11/2020|Cash|Music|-22.48|MYR|-22.48|MYR|Spotify ||||
8/11/2020|Cash|Eating out|-6.7|MYR|-6.7|MYR|Lunch (chicken rice) ||||
10/11/2020|Cash|Eating out|-10|MYR|-10|MYR|Dinner mamak ||||
11/11/2020|Cash|Medical|-25.5|MYR|-25.5|MYR|Electric Toothbrush ||||
11/11/2020|Cash|Tech|-37.7|MYR|-37.7|MYR|Lc Cable||||
11/11/2020|Cash|Tech|-15|MYR|-15|MYR|Lc phone cover ||||
11/11/2020|Cash|Tech|-119.8|MYR|-119.8|MYR|Mi soundbar||||
11/11/2020|Cash|Tech|-88|MYR|-88|MYR|Christmas lights ||||
11/11/2020|Cash|Tech|-62.5|MYR|-62.5|MYR|Monitor mount ||||
11/11/2020|Cash|Sports|-144|MYR|-144|MYR|Basketball ||||
12/11/2020|Cash|Eating out|-8.7|MYR|-8.7|MYR|Lunch (chicken rice) ||||
13/11/2020|Cash|Deposits|50|MYR|50|MYR|lc||||
13/11/2020|Cash|Eating out|-43.7|MYR|-43.7|MYR|Dinner (hong kong restaurant) ||||
17/11/2020|Cash|Eating out|-44.7|MYR|-44.7|MYR|Dinner (hong kong restaurant) ||||
18/11/2020|Cash|Tech|-265|MYR|-265|MYR|Blinds ||||
